STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MKD,North Macedonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,896.06596,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MKD,North Macedonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,856.76607,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MKD,North Macedonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,878.30288,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,36890.63,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,37357.2,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,37379.89,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,37407.02,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,36095.97,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,38272.35,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,36420.82,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,36034.61,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,36312.64,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUS,Australia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,14188.721536965,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUS,Australia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,13369.816088183,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUS,Australia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,12852.355275162,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUS,Australia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,12903.859797464,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUS,Australia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,12919.143602319,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUS,Australia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,13201.811701125,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUS,Australia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,13454.176727285,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUS,Australia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,13630.10212037,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUS,Australia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,13480.508928173,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,4836,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,4928.4,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,5017.6,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,5119,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,5220.28,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,7475.76,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,7261.357,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,7141.901,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,4642.623,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,4745.78,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,4671.868,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,4677.385,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,4779.342,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,8407.575,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,8752.926,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,8055.424,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,8104.245,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,7197.35,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,7228.65,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,8121.99,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,8177.45,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,7860.84,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,7895.8103,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,9062.7524,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,8669.222,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,8651.81308,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,9967.84,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,11400.04,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,10856.98,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,12082.51,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,1877,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,1218,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,1267,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,1462,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,1344,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,1459.29,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,1618.5,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,1615.8,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,1710.35,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,3337.336,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,3579.615,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,5247.651,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,5337.521,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,5814.091,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,5990.987,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,5854.389,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,5840.29,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,4671,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,4757,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,4728,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,4715,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,4907.466,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,4744.47,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,4687.863,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,4477.853,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,4512.705,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EST,Estonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,472.55,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EST,Estonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,494.36,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EST,Estonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,513.64,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EST,Estonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,535.49,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EST,Estonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,489.771,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EST,Estonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,509.497,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EST,Estonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,525.373,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EST,Estonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,503.1638,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EST,Estonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,511.551,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EST,Estonia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,514.289,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FIN,Finland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,2738.28,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FIN,Finland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,2767.93,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FIN,Finland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,2811.59,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FIN,Finland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,3041.08,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FIN,Finland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,3122.705,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FIN,Finland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,3369.625,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FIN,Finland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,3490.676,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FIN,Finland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,2898.043,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FIN,Finland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,2612.302,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FIN,Finland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,2570.255,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,34344,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
